date,hours,plays
2024-09-03,4.416,115
2024-09-04,10.887,206
2024-09-05,4.569,102
2024-09-06,7.801,357
2024-09-07,14.505,583
2024-09-08,9.630,188
2024-09-09,13.611,286
2024-09-10,6.915,156
2024-09-11,3.462,145
2024-09-12,10.283,305
2024-09-13,5.279,93
2024-09-14,3.351,86
2024-09-15,2.915,42
2024-09-16,1.614,36
2024-09-17,6.212,48
2024-09-18,2.177,19
2024-09-19,1.594,116
2024-09-20,5.321,70
2024-09-21,6.482,96
2024-09-22,5.614,140
2024-09-23,5.723,182
2024-09-24,9.379,210
2024-09-25,5.901,149
2024-09-26,8.565,199
2024-09-27,6.219,128
2024-09-28,6.800,163
2024-09-29,5.422,163
2024-09-30,1.557,23
2024-10-01,7.958,258
2024-10-02,6.637,138
2024-10-03,2.321,11
2024-10-04,10.482,223
2024-10-05,13.391,353
2024-10-06,6.860,154
2024-10-07,2.310,59
2024-10-08,4.590,104
2024-10-09,6.884,93
2024-10-10,7.669,178
2024-10-11,4.923,108
2024-10-12,1.804,21
2024-10-13,3.529,18
2024-10-14,1.444,20
2024-10-15,4.595,102
2024-10-16,2.608,26
2024-10-17,4.913,65
2024-10-18,4.344,78
2024-10-19,8.714,169
2024-10-20,5.064,120
2024-10-21,3.387,77
2024-10-22,4.380,86
2024-10-23,3.251,76
2024-10-24,6.163,110
2024-10-25,4.033,101
2024-10-26,9.198,207
2024-10-27,12.112,144
2024-10-28,2.814,46
2024-10-29,7.381,144
2024-10-30,3.581,128
2024-10-31,7.076,232
2024-11-01,3.581,70
2024-11-02,5.546,215
2024-11-03,6.834,312
2024-11-04,0.915,1
2024-11-05,8.297,241
2024-11-06,1.521,42
2024-11-07,4.302,198
2024-11-08,15.983,372
2024-11-09,7.002,176
2024-11-10,8.499,223
2024-11-11,5.362,137
2024-11-12,5.921,108
2024-11-13,10.555,342
2024-11-14,6.020,205
2024-11-15,6.943,255
2024-11-16,7.409,241
2024-11-17,11.112,168
2024-11-18,10.040,322
2024-11-19,12.243,273
2024-11-20,9.650,227
2024-11-21,13.351,422
2024-11-22,13.918,288
2024-11-23,5.516,96
2024-11-24,13.322,306
2024-11-25,7.452,236
2024-11-26,13.542,341
2024-11-27,10.534,343
2024-11-28,4.048,92
2024-11-29,9.326,299
2024-11-30,5.741,146
2024-12-01,5.527,94
2024-12-02,12.922,319
2024-12-03,11.822,245
2024-12-04,5.807,85
2024-12-05,10.086,128
2024-12-06,11.719,313
2024-12-07,3.805,373
2024-12-08,4.413,149
2024-12-09,6.596,184
2024-12-10,12.238,311
2024-12-11,6.298,177
2024-12-12,9.024,388
2024-12-13,5.998,207
2024-12-14,9.322,469
2024-12-15,4.771,199
2024-12-16,2.468,180
2024-12-17,8.012,256
2024-12-18,8.757,166
2024-12-19,9.178,967
2024-12-20,6.977,420
2024-12-21,11.753,191
2024-12-22,1.024,7
2024-12-23,1.383,3
2024-12-26,2.168,70
2024-12-27,7.069,117
2024-12-28,4.875,81
2024-12-30,5.973,91
2024-12-31,5.555,123
2025-01-01,2.722,45
2025-01-02,4.211,64
2025-01-03,11.244,338
2025-01-04,11.130,238
2025-01-05,12.510,406
2025-01-06,7.236,143
2025-01-07,4.755,143
2025-01-08,9.401,237
2025-01-09,4.163,213
2025-01-10,8.140,295
2025-01-11,6.575,122
2025-01-12,7.018,136
2025-01-13,6.040,180
2025-01-14,7.828,166
2025-01-15,11.940,335
2025-01-16,8.541,293
2025-01-17,13.252,378
2025-01-18,9.369,224
2025-01-19,11.498,299
2025-01-20,6.643,181
2025-01-21,12.281,277
2025-01-22,16.211,464
2025-01-23,7.335,245
2025-01-24,8.595,332
2025-01-25,11.317,91
2025-01-26,11.247,297
2025-01-27,4.530,152
2025-01-28,5.480,116
2025-01-29,2.676,75
2025-01-30,7.505,229
2025-01-31,7.495,177
2025-02-01,5.105,197
2025-02-02,9.809,152
2025-02-03,10.961,243
2025-02-04,9.272,223
2025-02-05,8.164,192
2025-02-06,7.174,117
2025-02-07,8.365,215
2025-02-08,5.056,110
2025-02-09,6.964,129
2025-02-10,7.940,298
2025-02-11,10.487,210
2025-02-12,7.923,215
2025-02-13,11.609,260
2025-02-14,10.905,265
2025-02-15,2.620,32
2025-02-16,5.830,179
2025-02-17,13.426,271
2025-02-18,12.508,272
2025-02-19,6.216,149
2025-02-20,8.423,202
2025-02-21,6.508,162
2025-02-22,2.618,70
2025-02-23,8.544,164
2025-02-24,4.266,114
2025-02-25,7.222,198
2025-02-26,3.814,103
2025-02-27,5.466,195
2025-02-28,3.397,109
2025-03-01,2.031,25
2025-03-02,0.829,22
2025-03-03,7.352,180
2025-03-04,9.098,301
2025-03-05,8.783,114
2025-03-06,7.344,129
2025-03-07,1.809,71
2025-03-08,8.571,258
2025-03-09,7.871,277
2025-03-10,5.403,99
2025-03-11,1.164,25
2025-03-12,14.361,288
2025-03-13,7.337,134
2025-03-14,5.160,124
2025-03-15,6.276,140
